Dataset,Modelo,Explicador,Node,Mean Fidelity,Std Fidelity,Min Fidelity,Max Fidelity
PubMed,GAT,GNNExplainer,3132.0,0.010327478249867758,0.004179216384248469,0.004568576812744141,0.014358043670654297
PubMed,GAT,GNNExplainer,16693.0,0.13244840502738953,0.03819754155578688,0.08411532640457153,0.17750784754753113
PubMed,GAT,GNNExplainer,2271.0,0.003999014695485433,0.0013443909126254492,0.0021007657051086426,0.00504070520401001
PubMed,GAT,GNNExplainer,15345.0,0.3109140793482463,0.20507359300758388,0.027523577213287354,0.5059959888458252
PubMed,GAT,GNNExplainer,16783.0,0.2463677724202474,0.1196904391942155,0.0847705602645874,0.37079501152038574
PubMed,GAT,GNNExplainer,12361.0,0.011982301870981852,0.002876965266909677,0.008876204490661621,0.01581120491027832
PubMed,GAT,GNNExplainer,1917.0,0.007512807846069336,0.003925174045581004,0.0019994378089904785,0.010828554630279541
PubMed,GAT,GNNExplainer,13400.0,0.02292555570602417,0.020028573326080778,0.006492316722869873,0.05112159252166748
PubMed,GAT,GNNExplainer,9578.0,0.2739782432715098,0.13131920620810336,0.11178800463676453,0.43341776728630066
PubMed,GAT,GNNExplainer,687.0,0.004196325937906901,0.00135305429693681,0.0022942423820495605,0.005328178405761719
PubMed,GAT,GNNExplainer,650.0,0.011876543362935385,0.0035608779974992903,0.009224414825439453,0.01690995693206787
PubMed,GAT,GNNExplainer,2078.0,0.005087792873382568,0.001927087464651396,0.002733945846557617,0.007454276084899902
PubMed,GAT,GNNExplainer,4935.0,0.03390385707219442,0.005796467850399211,0.026264429092407227,0.04029804468154907
PubMed,GraphSAGE,GNNExplainer,14597.0,0.09487842520078023,0.0163882350106132,0.08027422428131104,0.11776575446128845
PubMed,GraphSAGE,GNNExplainer,2543.0,0.041751742362976074,0.006370270510306326,0.03285670280456543,0.047435879707336426
PubMed,GraphSAGE,GNNExplainer,510.0,0.00353089968363444,0.0027579437641045926,0.0009421110153198242,0.0073517560958862305
PubMed,GraphSAGE,GNNExplainer,16917.0,0.09351339936256409,0.012413250482873471,0.08230075240135193,0.11081761121749878
PubMed,GraphSAGE,GNNExplainer,6298.0,0.18477590878804526,0.12742801286025174,0.020541906356811523,0.3311365246772766
PubMed,GraphSAGE,GNNExplainer,5619.0,0.08648367722829182,0.05098054534126845,0.032285988330841064,0.1547587513923645
PubMed,GraphSAGE,GNNExplainer,5110.0,0.06891282399495442,0.03626810766301909,0.02831852436065674,0.11636030673980713
PubMed,GraphSAGE,GNNExplainer,3196.0,0.1203990379969279,0.03433459695641601,0.0953216552734375,0.16894662380218506
PubMed,GraphSAGE,GNNExplainer,16783.0,0.046740591526031494,0.012768935565451504,0.028716623783111572,0.05671226978302002
PubMed,GraphSAGE,GNNExplainer,2328.0,0.06197239955266317,0.008427637919515027,0.050892651081085205,0.07131582498550415
