Dataset,Modelo,Explicador,Node,Mean Fidelity,Std Fidelity,Min Fidelity,Max Fidelity
PubMed,GAT,GNNExplainer,19630.0,0.07801906267801921,0.05100024125942513,0.009450852870941162,0.1316767930984497
PubMed,GAT,GNNExplainer,19275.0,0.007171074549357097,0.003170584014622464,0.003143012523651123,0.010890960693359375
PubMed,GAT,GNNExplainer,18806.0,0.0017409324645996094,0.0012221654567933856,0.00017130374908447266,0.0031524300575256348
PubMed,GAT,GNNExplainer,19321.0,0.2242921988169352,0.12780096239706376,0.13277679681777954,0.4050251841545105
PubMed,GAT,GNNExplainer,19149.0,0.1223191221555074,0.09178050604237764,0.05041688680648804,0.25185465812683105
PubMed,GAT,GNNExplainer,18749.0,0.012915412584940592,0.010546723325573996,0.0015214085578918457,0.02694803476333618
PubMed,GAT,GNNExplainer,18747.0,0.007694721221923828,0.0024587059979065207,0.004769802093505859,0.010785520076751709
PubMed,GAT,GNNExplainer,18812.0,0.0010176698366800945,0.00016343477904382284,0.000813901424407959,0.0012140274047851562
PubMed,GraphSAGE,GNNExplainer,19371.0,0.05440262953440348,0.036438752479384856,0.003803074359893799,0.08815449476242065
PubMed,GraphSAGE,GNNExplainer,18831.0,0.04133556286493937,0.026402522852708034,0.020809829235076904,0.07861065864562988
PubMed,GraphSAGE,GNNExplainer,18742.0,0.016357580820719402,0.007286980373010827,0.006054937839508057,0.021713316440582275
PubMed,GraphSAGE,GNNExplainer,19476.0,0.09679809212684631,0.02622776942902639,0.07765591144561768,0.1338832974433899
PubMed,GraphSAGE,GNNExplainer,18998.0,0.006879846254984538,0.0041119991640687,0.0038152337074279785,0.01269221305847168
PubMed,GraphSAGE,GNNExplainer,18967.0,0.09204169114430745,0.0354269473439158,0.04286491870880127,0.1249268651008606
PubMed,GraphSAGE,GNNExplainer,18945.0,0.10887191692988078,0.008715009296201644,0.10031819343566895,0.12083333730697632
PubMed,GraphSAGE,GNNExplainer,18859.0,0.08134451508522034,0.061752942480514265,0.023772239685058594,0.16700080037117004
PubMed,GraphSAGE,GNNExplainer,19471.0,0.06240111589431763,0.02087370070228875,0.034707069396972656,0.08509951829910278
